EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
897372,SHERMAN CO.,KANORADO ARPT,05/23/2020,1707,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,148914,C,181,GLD,0,0,Storm Chaser, ,1.11,50,8,ENE,9,ENE,KANORADO ARPT,05/23/2020,1710,39.4485,-101.8926,39.4565,-101.8745,"Brief landspout tornado. Exact times and distance estimated by radar.","A brief landspout tornado occurred in Sherman County, Kansas on May 23rd, 2020. The tornado occurred for an estimated 3 minutes according to radar signatures and spotter accounts. No damage was reported with this tornado. Storms quickly developed in the afternoon hours, but it wasn't until early evening when any type of severe weather was produced.",11
904958,WALLACE CO.,SHARON SPGS ARPT,06/02/2020,1402,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,148832,C,199,GLD,0,0,Public, ,0.57,30,3,S,3,S,SHARON SPGS ARPT,06/02/2020,1405,38.8031,-101.7521,38.8111,-101.7496,"Brief landspout tornado observed south of Sharon Springs.","A weak landspout tornado was reported in Wallace County ahead of a weak cold front that was moving east during the mid afternoon.  No damage was reported with the landspout. |As the front moved east a brief dust storm was reported west of Goodland.  Behind the weak front, a cluster of thunderstorms developed between Goodland and St. Francis.  Hail up to nickel size was reported with these storms.  North of Kanorado two inches of rainfall was reported to have fallen in a half hour.  However no flooding was reported.",12
885248,MARSHALL CO.,VERMILLION,06/09/2020,1726,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,147228,C,117,TOP,0,0,Storm Chaser, ,0.01,10,5,NNW,5,NNW,VERMILLION,06/09/2020,1727,39.79,-96.29,39.79,-96.29,"A brief dust whirl was seen under a condensation funnel that appeared like a needle or rope. No damage was documented so the rating will be entered as EFU.","Severe thunderstorms impacted north central Kansas during the late afternoon of June 9th.  A rope or needle like tornado was documented in eastern Marshall County.  No damage was documented so unknown EF magnitude.",13
905190,SHERIDAN CO.,HOXIE,06/21/2020,1350,Tornado, ,EF0,0,0,10000,0,KS,CST-6, ,149578,C,179,GLD,0,0,Public, ,5.82,100,7,NNE,5,WSW,LUCERNE,06/21/2020,1410,39.4474,-100.3966,39.4732,-100.2927,"A well documented landspout tornado occurred in Sheridan County. Numerous calls and reports were received. However, looking at the photographic and radar evidence, this appears to be one long-lived and slow moving landspout. A center pivot was overturned in a field and this is the only known damage from this event. As a result, an EF-0 rating was assigned with winds likely around 80 mph with this particular tornado.","Unorganized supercells formed along the dry line in Wallace/Logan counties and moved east into an increasingly unstable air mass. As the cells moved east, they merged into a line that extended from Greeley County to Sheridan County. The storms from this event produced a landspout tornado near Hoxie, KS, up to ping pong sized hail, and flash flooding in Grinnell, KS with a vehicle stuck in the water.",14
913886,SEWARD CO.,KISMET,07/01/2020,1833,Tornado, ,EF1,0,0,200000,0,KS,CST-6, ,151675,C,175,DDC,0,0,Emergency Manager, ,6.2,100,16,WNW,10,NW,KISMET,07/01/2020,1852,37.3238,-100.9475,37.3003,-100.8386,"A detailed storm survey was done on this tall and very visible tornado.  Pivot irrigation sprinklers, power poles and crops were impacted.","An upper level trough pushed across the CWA producing a tornado and hail over the size of quarters. A leeside trough over eastern Colorado helped to initiate storms near the state line before pushing across into far western counties coupled with the strong daytime heating allowing for stronger CAPE values under weaker shear environment.",15
918804,GREELEY CO.,HORACE,08/14/2020,1430,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,152556,C,71,GLD,0,0,NWS Employee, ,1.24,50,9,SW,10,SW,HORACE,08/14/2020,1436,38.4062,-101.9196,38.3967,-101.939,"Brief landspout reported. Tornado lasted about 6 minutes.","A thunderstorm developed along a boundary in Greeley County Kansas. As is all to typical in the High Plains, a couple landspout tornadoes were able to form. The landspouts last a few minutes and traversed a relatively small area. No know damage was reported with these tornadoes.",16
918805,GREELEY CO.,TRIBUNE ARPT,08/14/2020,1449,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,152556,C,71,GLD,0,0,Law Enforcement, ,1.34,100,16,SW,16,SW,TRIBUNE ARPT,08/14/2020,1454,38.3221,-101.9928,38.3032,-101.9872,"Greeley county dispatch reported an ongoing tornado. Officer reported the tornado as becoming rain-wrapped and widening at the base. According to dispatch, the tornado dissipated around 3 minutes later.","A thunderstorm developed along a boundary in Greeley County Kansas. As is all to typical in the High Plains, a couple landspout tornadoes were able to form. The landspouts last a few minutes and traversed a relatively small area. No know damage was reported with these tornadoes.",17
951430,GRAY CO.,HAGGARD,03/13/2021,2122,Tornado, ,EF2,0,0,10000,0,KS,CST-6, ,157377,C,69,DDC,0,0,NWS Storm Survey, ,12.15,100,9,S,4,N,HAGGARD,03/13/2021,2138,37.4986,-100.2752,37.6716,-100.3102,"The thunderstorm that produced this NNW moving tornado became surface based as it moved across the surface warm front.  Surface temperatures at the time may have been around 50 degrees.  That is pretty unusual for this part of the world at night in March.","Warm air advection in associated with a warm front as a short wave trough approached help to initiate a few severe thunderstorms.  One storm along the surface boundary was able to become surface based long enough to produce a tornado, despite relatively cool surface air.  Otherwise, there was heavy rainfall reported.",18
951597,CHEYENNE CO.,WHEELER,03/14/2021,1150,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,157388,C,23,GLD,0,0,Public, ,0.05,25,1,SE,1,SE,WHEELER,03/14/2021,1151,39.76,-101.71,39.76,-101.71,"Landspout tornado reported near the Wheeler landfill.  Key impacts:  tornado.","During the afternoon hours of March 14th, a landspout tornado occurred near Wheeler. Around the same time, two grain bins were destroyed as a result of downburst winds from a developing thunderstorm.",19
937938,JOHNSON CO.,AUBRY,03/15/2021,1530,Tornado, ,EF0,0,0,100000,0,KS,CST-6, ,155499,C,91,EAX,0,0,Trained Spotter, ,1.36,50,2,W,1,NNW,AUBRY,03/15/2021,1534,38.7737,-94.6992,38.7803,-94.6754,"The storm moved through a neighborhood and caused some damage to the residences. Several outbuildings were also heavily damaged or destroyed, but the tornado was deemed an EF-0. The most dramatic damage noted was a roof blown off the top of a garage where wind compromised the large entry doors and removed the roof from inside the building. The tornado crossed HWY 69 and dissipated near the Kansas and Missouri state line.","On the afternoon of March 15, 2021 a weak tornado formed near 199th and HWY 69 in rural Johnson County. The storm moved through a neighborhood and caused some damage to the residences. Several outbuildings were also heavily damaged or destroyed, but the tornado was deemed an EF-0. The tornado crossed HWY 69 and dissipated near the Kansas and Missouri state line.",20
939239,DOUGLAS CO.,BALDWIN ARPT,03/15/2021,1554,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,155684,C,45,TOP,0,0,Social Media, ,0.28,10,2,S,2,S,BALDWIN ARPT,03/15/2021,1554,38.8016,-95.1797,38.8016,-95.1797,"A photo taken appeared to show a small funnel that likely was extending to the ground. No damage was reported with this feature and no other reports were received from this feature.  It will be considered an EFU since the photo appears to suggest that some part of the circulation was likely near or on the ground.","Scattered t-storms developed on the afternoon of March 15th.  While dewpoints were only in the upper 40s a boundary along with enhanced low level vorticity in the atmosphere could have helped facilitate the development of a brief tornado on this day.  A photo was taken approximately 2 miles north of Baldwin City, KS that showed a possible tornado around 454pm CDT.  No damage or other reports were received from anyone else regarding this funnel or small tornado.",21
984848,DOUGLAS CO.,BALDWIN ARPT,03/15/2021,1554,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,163118,C,45,TOP,0,0,Social Media, ,0.01,10,2,S,2,S,BALDWIN ARPT,03/15/2021,1554,38.8016,-95.1797,38.8016,-95.1797,"A photo taken appeared to show a small funnel that likely was extending to the ground. No damage was reported with this feature and no other reports were received from this feature. It will be considered an EFU since the photo appears to suggest that some part of the circulation was likely near or on the ground albeit briefly.","Scattered t-storms developed on the afternoon of March 15th. While dewpoints were only in the upper 40s a boundary along with enhanced low level vorticity in the atmosphere could have helped facilitate the development of a brief tornado on this day. A photo was taken approximately 2 miles north of Baldwin City, KS that showed a possible tornado around 454pm CDT. No damage or other reports were received from anyone else regarding this funnel or small tornado.",22
962597,SHERMAN CO.,GOODLAND ARPT,05/13/2021,1810,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,158384,C,181,GLD,0,0,NWS Employee, ,0.05,25,5,NW,5,NW,GOODLAND ARPT,05/13/2021,1810,39.42,-101.76,39.42,-101.76,"Landspout tornado spotted briefly near intersection of roads 17 and 70. Observed from office.","During the afternoon and evening hours of May 13th, a thunderstorm moved through northwestern Kansas due to a frontal boundary set up in eastern Colorado. This storm produced a landspout and hail up to hen egg size.",23
963511,STANTON CO.,STANTON CO ARPT,05/17/2021,1734,Tornado, ,EF0,0,0,0,0,KS,CST-6, ,159324,C,187,DDC,0,0,Trained Spotter, ,0.4,50,9,NNE,9,NNE,STANTON CO ARPT,05/17/2021,1736,37.7,-101.64,37.7051,-101.6364,"A landspout was observed over an open field.","Weaker upper level flow associated with another short wave produced sporadic storms across western portions of the state. A land spout was reported near Big Bow with damaging winds near Ulysses.",24
962564,WALLACE CO.,WALLACE,05/24/2021,1303,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,158703,C,199,GLD,0,0,Trained Spotter, ,0.56,25,12,NNE,13,NNE,WALLACE,05/24/2021,1311,39.0868,-101.5071,39.1002,-101.5024,"Disptach relayed a spotter report of a brief tornado. Radar used for precise location. Another tornado (occurring just across the county line in Logan County) happened simultaneously with this tornado towards the end of this tornado's life.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",25
962566,WALLACE CO.,WALLACE,05/24/2021,1342,Tornado, ,EFU,0,0,0,0,KS,MST-7, ,158703,C,199,GLD,0,0,Public, ,0.96,25,12,NNW,12,NNW,WALLACE,05/24/2021,1348,39.0779,-101.6563,39.074,-101.6735,"Caller reported seeing tornado on the ground far north of Sharon Springs. Radar used to confirm exact times and locations.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",26
962565,LOGAN CO.,SMOKY HILL,05/24/2021,1409,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158703,C,109,GLD,0,0,Public, ,0.91,25,8,NW,8,NW,SMOKY HILL,05/24/2021,1413,39.1011,-101.4696,39.1138,-101.4653,"Received report of two tornadoes ongoing simultaneously. From radar imagery, two distinct circulations were evident...one in Wallace County and this one in Logan County.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",27
962567,THOMAS CO.,BROWNVILLE,05/24/2021,1510,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158703,C,193,GLD,0,0,Trained Spotter, ,1.54,25,3,NE,4,NE,BROWNVILLE,05/24/2021,1513,39.2084,-101.3109,39.2223,-101.2885,"Small short-lived tornado reported by trained spotter. Radar used for more accurate location estimate.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",28
962568,THOMAS CO.,COLBY,05/24/2021,1515,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158703,C,193,GLD,0,0,Law Enforcement, ,1.01,50,4,E,4,W,GEM,05/24/2021,1518,39.4079,-100.9801,39.42,-100.9693,"Trained spotters, storm chasers, law enforcement, and off-duty NWS meteorologists reported a brief tornado east to northeast of Colby.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",29
962569,THOMAS CO.,GEM,05/24/2021,1544,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158703,C,193,GLD,0,0,Trained Spotter, ,0.46,25,3,NW,3,NW,GEM,05/24/2021,1546,39.4625,-100.9398,39.4691,-100.9403,"Trained spotters and off-duty NWS meteorologists reported brief tornado. Also reported on social media.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",30
962570,SHERIDAN CO.,SELDEN,05/24/2021,1706,Tornado, ,EF1,0,0,0,0,KS,CST-6, ,158703,C,179,GLD,0,0,NWS Storm Survey, ,5.87,850,4,W,3,NNE,SELDEN,05/24/2021,1736,39.5314,-100.6375,39.5629,-100.5432,"A large, multi-vortex tornado moved across northwestern Sheridan County, Kansas, impacting the town of Selden. The tornado started west of town initially and moved slowly to the east, eventually crossing Highway 83. As the tornado crossed the highway, it started to impact structures on the west side of Selden, and eventually moving across the town. In town, damage was widespread and quiet concentrated. At one point, the tornado reached a width of one half mile wide. Damage consisted of thousands of broken tree limbs, hundreds of uprooted and snapped trees, shingles off and pieces of roofing removed from residences and buildings, many farm outbuildings either missing roofing material, walls damaged, and/or the building completely collapsed and removed from its foundation, windows broken out of houses, buildings, and vehicles, snapped power poles, overturned irrigation pivots, overturned semis and rail cars, and several grain silos blown over.||The tornado then proceeded to the east, exiting town and heading towards the Highway 83 and Highway 383 split. There were a few more irrigation pivots overturned, as well as power poles snapped. The tornado appeared to dissipate as it neared the Highway 83 and Highway 383 split due to a lack of any visible damage at that intersection.||The challenge with this survey was there were multiple vortices causing damage. Therefore, there were a few areas of more concentrated high-end EF-1 damage with broad/widespread EF-0 to EF-1 damage.||There was one minor injury with this event. The town tornado sirens were not functioning as a result of a power outage. Therefore, fire fighters jumped into their vehicles to drive through town to warn people of the coming tornado. Powerlines fell upon one of the trucks, striking a fire fighter in the back of the neck. Injury was treated on scene.","Storms initially developed around mid-day in west-central Kansas along an outflow boundary producing heavy rain and up to 60 mph thunderstorm wind gusts in Wichita and Logan counties. Throughout the afternoon, the environment became more favorable for storms as the initial storms expanded north to the Nebraska border with embedded supercell storms. During the afternoon, these storms were able to produce multiple tornadoes, up to golf ball sized hail, and up to 60 mph thunderstorm wind gusts.",31
963572,ELLIS CO.,HAYS PHILIP RANCH AR,05/26/2021,1357,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,159327,C,51,DDC,0,0,Law Enforcement, ,2.5,200,3,SW,0,S,HAYS PHILIP RANCH AR,05/26/2021,1411,38.7537,-99.2556,38.7768,-99.22,"Damage was not observed as the tornado remained over open country.","A surface low with a dry line extending across much of the CWA triggering thunderstorms during the afternoon hours for northern counties with storms further south later in the evening. Severe hail reports were the main observed weather but there were also a few tornadoes observed.",32
963579,ELLIS CO.,HAYS PHILIP RANCH AR,05/26/2021,1422,Tornado, ,EF0,0,0,0,0,KS,CST-6, ,159327,C,51,DDC,0,0,Trained Spotter, ,0.53,100,4,E,4,S,VICTORIA,05/26/2021,1424,38.7856,-99.1494,38.7906,-99.1419,"Damage was not observed as the tornado remained over open country.","A surface low with a dry line extending across much of the CWA triggering thunderstorms during the afternoon hours for northern counties with storms further south later in the evening. Severe hail reports were the main observed weather but there were also a few tornadoes observed.",33
952102,BARTON CO.,HITSCHMANN,05/26/2021,1554,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,157497,C,9,ICT,0,0,Trained Spotter, ,0.29,50,1,N,1,N,HITSCHMANN,05/26/2021,1555,38.64,-98.57,38.64,-98.5657,"Very brief touchdown in open country with no damage reported.","This event broke the tornado drought for the NWS Wichita office of 611 days. Storms developed during the late afternoon hours on Wednesday, May 26th over Central Kansas near a warm front. A very moist and unstable air mass was in place which allowed storms to rapidly become severe, producing hail up to baseball size along with a few brief tornadoes. The strongest tornado caused some damage across far northern Rice county. These same storms also produced very heavy rainfall which led to some flooding.",34
952103,BARTON CO.,HITSCHMANN,05/26/2021,1610,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,157497,C,9,ICT,0,0,Law Enforcement, ,0.22,50,3,NE,4,NE,HITSCHMANN,05/26/2021,1611,38.65,-98.52,38.6505,-98.516,"Brief touchdown of less than one minute in an open field.  No damage was reported.","This event broke the tornado drought for the NWS Wichita office of 611 days. Storms developed during the late afternoon hours on Wednesday, May 26th over Central Kansas near a warm front. A very moist and unstable air mass was in place which allowed storms to rapidly become severe, producing hail up to baseball size along with a few brief tornadoes. The strongest tornado caused some damage across far northern Rice county. These same storms also produced very heavy rainfall which led to some flooding.",35
962588,RAWLINS CO.,LUDELL,05/26/2021,1619,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158342,C,153,GLD,0,0,NWS Employee, ,1.85,200,4,NNE,6,NNE,LUDELL,05/26/2021,1623,39.9043,-100.9433,39.9251,-100.9212,"Trained spotters and off-duty NWS employees report large tornado northeast of Ludell, KS over open portions of Rawlins County. Spotter pictures show distinct tornado southwest of the location that was eventually hit by a separate EF-1 tornado northwest of Herdon.","During the mid afternoon through mid evening thunderstorms developed over Northwest Kansas east of a dry line located near the Kansas Colorado border.  A warm front was located just north of the Kansas Nebraska line near Benkelman that dipped southeast toward Hill City.  The tornado threat was confined the near the warm front.  Hail up to golf ball size was reported at a number of locations.  The only report of thunderstorm wind damage was reported south of Hill City where a house lost a quarter to half of its shingles.",36
962579,RAWLINS CO.,HERNDON,05/26/2021,1629,Tornado, ,EF1,0,0,0,0,KS,CST-6, ,158342,C,153,GLD,0,0,NWS Storm Survey, ,3.51,450,8,WNW,7,NW,HERNDON,05/26/2021,1645,39.9543,-100.9033,39.9873,-100.863,"A tornado hit a farmstead northwest of Herndon. At the farmstead, damage consisted of numerous snapped and uprooted trees, several farm structures damaged including torn off metal roofing, broken windows, and even a few metal support beams bent in. Several grain silos were damaged or removed from their foundation. Windows were broken in vehicles. A house suffered damage to shingles, a few broken windows, and a tree falling onto it. The tornado then proceeded north on County Road 27, snapping power lines and damaging a refurbished farmstead schoolhouse. As the tornado moved north, it also damaged some oil storage tanks, spreading the oil to the northeast in a field as it turned. The tornado crossed the field, and a damage path was observed on County Road 29. From there, there was no observable damage so it was determined the tornado ended at this location.","During the mid afternoon through mid evening thunderstorms developed over Northwest Kansas east of a dry line located near the Kansas Colorado border.  A warm front was located just north of the Kansas Nebraska line near Benkelman that dipped southeast toward Hill City.  The tornado threat was confined the near the warm front.  Hail up to golf ball size was reported at a number of locations.  The only report of thunderstorm wind damage was reported south of Hill City where a house lost a quarter to half of its shingles.",37
962591,RAWLINS CO.,HERNDON,05/26/2021,1645,Tornado, ,EFU,0,0,0,0,KS,CST-6, ,158342,C,153,GLD,0,0,Trained Spotter, ,2.39,100,5,N,7,N,HERNDON,05/26/2021,1651,39.9717,-100.7881,39.9998,-100.7617,"Tornado reported by trained spotter in far northeast Rawlins County. Radar used to pinpoint locations since NWS damage survey in area didn't find a distinct track.","During the mid afternoon through mid evening thunderstorms developed over Northwest Kansas east of a dry line located near the Kansas Colorado border.  A warm front was located just north of the Kansas Nebraska line near Benkelman that dipped southeast toward Hill City.  The tornado threat was confined the near the warm front.  Hail up to golf ball size was reported at a number of locations.  The only report of thunderstorm wind damage was reported south of Hill City where a house lost a quarter to half of its shingles.",38
